id,parentId,name,description,hsCodeId,earthstatId,mapspamId,status,metadata,datasetId,mpath
270c4c43-0e3b-4075-8ba6-9884feaf74f3,,Live animals,Animals; live,01,,,inactive,"{""name"": ""Global pasture distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global pasture distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of pasture in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of pasture in 2010 expressed in total number of pasture per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_pasture,270c4c43-0e3b-4075-8ba6-9884feaf74f3.
69002cd9-d7d0-4954-ad4d-db2afe093084,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Horses, asses, mules and hinnies, live","Horses, asses, mules and hinnies; live",0101,,,inactive,"{""name"": ""Global horses distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global horses distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of horses in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of horses in 2010 expressed in total number of horses per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_horses,270c4c43-0e3b-4075-8ba6-9884feaf74f3.69002cd9-d7d0-4954-ad4d-db2afe093084.
526ebc76-73e2-4a33-b025-30ac9539d08f,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Bovine animals, live",Bovine animals; live,0102,,,inactive,"{""name"": ""Global cattle distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global cattle distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of cattle in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of cattle in 2010 expressed in total number of cattle per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_cattle,270c4c43-0e3b-4075-8ba6-9884feaf74f3.526ebc76-73e2-4a33-b025-30ac9539d08f.
b2eda388-a61e-4381-8c46-32902d9f4483,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Swine, live",Swine; live,0103,,,inactive,"{""name"": ""Global pigs distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global pigs distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of pigs in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of pigs in 2010 expressed in total number of pigs per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_pigs,270c4c43-0e3b-4075-8ba6-9884feaf74f3.b2eda388-a61e-4381-8c46-32902d9f4483.
9ca1aa01-5793-4020-be27-8656047689cd,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Sheep and goats, live",Sheep and goats; live,0104,,,inactive,"{""name"": ""Global sheep distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global sheep distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of sheep in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of sheep in 2010 expressed in total number of sheep per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_sheep,270c4c43-0e3b-4075-8ba6-9884feaf74f3.9ca1aa01-5793-4020-be27-8656047689cd.
c8ab11b5-6294-4b80-8913-928302c0117f,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Poultry, live","Poultry; live, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",0105,,,inactive,"{""name"": ""Global chickens distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global chickens distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of chickens in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of chickens in 2010 expressed in total number of chickens per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_chickens,270c4c43-0e3b-4075-8ba6-9884feaf74f3.c8ab11b5-6294-4b80-8913-928302c0117f.
16a880f2-363b-4b46-911b-4a24fc8e232d,270c4c43-0e3b-4075-8ba6-9884feaf74f3,"Other animals, live","Animals; live, n.e.c. in chapter 01",0106,,,inactive,"{""name"": ""Global pasture distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global pasture distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of pasture in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of pasture in 2010 expressed in total number of pasture per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_pasture,270c4c43-0e3b-4075-8ba6-9884feaf74f3.16a880f2-363b-4b46-911b-4a24fc8e232d.
b975629f-4fd5-4181-a2f6-59d2b919e87f,,Meat,Meat and edible meat offal,02,,,inactive,"{""name"": ""Global cattle distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global cattle distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of cattle in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of cattle in 2010 expressed in total number of cattle per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_cattle,b975629f-4fd5-4181-a2f6-59d2b919e87f.
d627e4fc-5c19-45d9-b3cc-7d7424e282ec,b975629f-4fd5-4181-a2f6-59d2b919e87f,"Bovine animals, fresh or chilled",Meat of bovine animals; fresh or chilled,0201,,,inactive,"{""name"": ""Global cattle distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global cattle distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of cattle in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of cattle in 2010 expressed in total number of cattle per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_cattle,b975629f-4fd5-4181-a2f6-59d2b919e87f.d627e4fc-5c19-45d9-b3cc-7d7424e282ec.
404f641b-1022-4fb3-8dbe-6d760404b753,b975629f-4fd5-4181-a2f6-59d2b919e87f,"Bovine animals, frozen",Meat of bovine animals; frozen,0202,,,inactive,"{""name"": ""Global cattle distribution in 2010"",""resolution"": ""10km x 10km"",""geographic coverage"": ""Global coverage"",""source"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227"",""datasets"": [ ""Global cattle distribution in 2010""],""frequency of updates"": """",""date of content"": ""2010"",""cautions"": ""Global distributions of cattle in 2010 expressed in total livestock units (LSU)."",""license"": ""CC0 1.0"",""overview"": ""This dataset contains the global distribution of cattle in 2010 expressed in total number of cattle per pixel (5 min of arc) according to the Gridded Livestock of the World database (GLW 3). Please go through the 1_Ct_2010_Metadata.html file for more information about this dataset and the set of included files."",""citation"": ""Gilbert M, G Nicolas, G Cinardi, S Vanwambeke, TP Van Boeckel, GRW Wint, TP Robinson (2018) Global Distribution Data for Cattle, Buffaloes, Horses, Sheep, Goats, Pigs, Chickens and Ducks in 2010. Nature Scientific data, 5:180227. doi: 10.1038/sdata.2018.227 https://doi.org/10.1038/sdata.2018.227""}",glw3_cattle,b975629f-4fd5-4181-a2f6-59d2b919e87f.404f641b-1022-4fb3-8dbe-6d760404b753.
